customer_id,trans_date,tran_amount
CS2076,9/22/2011,50
CS1488,3/13/2012,52
CS1851,1/19/2014,95
CS5535,4/20/2014,77
CS2651,5/28/2014,93
CS4177,1/21/2015,67
CS2469,5/26/2014,45
CS2148,1/26/2012,48
CS4406,3/5/2014,90
CS3141,11/30/2012,84
CS2446,5/14/2013,51
CS5399,1/8/2012,90
CS3209,11/24/2013,96
CS2930,4/26/2012,78
CS5034,7/20/2012,45
CS1686,1/8/2015,100
CS3504,11/20/2012,94
CS5486,7/23/2014,72
CS3490,9/5/2013,87
CS5836,1/15/2014,53
CS4533,5/28/2014,60
CS5340,12/23/2012,99
CS6035,10/31/2011,62
CS2579,10/16/2012,57
CS5521,2/14/2012,104
CS1700,7/1/2013,78
CS2402,11/14/2012,88
CS4952,7/30/2012,93
CS5270,12/14/2012,35
CS3587,7/15/2013,101
CS6040,4/20/2013,69
CS3646,9/17/2011,83
CS4071,1/13/2012,103
CS5410,9/20/2014,65
CS4324,6/30/2013,41
CS5012,12/18/2014,97
CS4123,11/19/2014,75
CS2330,7/31/2014,96
CS4278,2/9/2012,62
CS1437,6/9/2012,77
CS3843,8/25/2014,78
CS5948,5/29/2014,73
CS1563,8/20/2011,60
CS4651,11/22/2011,103
CS5887,1/21/2015,37
CS4178,10/8/2011,62
CS6069,9/8/2012,87
CS5587,2/20/2012,84
CS3433,2/25/2015,97
CS3782,2/22/2013,49
CS1215,10/27/2013,47
CS4015,7/20/2011,88
CS1698,3/11/2015,95
CS6071,7/10/2012,49
CS3819,6/22/2011,64
CS4993,1/5/2014,92
CS2376,10/22/2012,63
CS3801,4/5/2013,51
CS1575,2/15/2013,62
CS4385,9/25/2012,82
CS4980,6/22/2012,73
CS5691,10/1/2012,83
CS4026,3/4/2015,38
CS2361,11/26/2011,56
CS4289,1/8/2015,51
CS2784,7/30/2011,62
CS1221,7/28/2014,101
CS3390,4/23/2013,39
CS1550,5/30/2012,63
CS5202,7/17/2012,67
CS2530,4/1/2014,84
CS5985,1/23/2014,99
CS3396,7/1/2013,65
CS1534,11/10/2013,95
CS5902,8/28/2012,64
CS4021,9/17/2014,36
CS5014,5/20/2014,100
CS4840,7/14/2012,55
CS4800,10/11/2011,53
CS3285,6/21/2014,103
CS5918,10/10/2011,71
CS5550,6/15/2012,57
CS4144,10/14/2013,88
CS3211,10/4/2014,82
CS5079,1/28/2013,86
CS2612,10/8/2011,100
CS3416,9/5/2012,64
CS4103,6/30/2014,52
CS1970,1/13/2012,91
CS1420,3/30/2013,79
CS4603,8/6/2013,35
CS3753,1/2/2014,65
CS2298,8/17/2012,102
CS5246,4/5/2012,97
CS4141,10/4/2013,85
CS1573,7/21/2011,99
CS4108,2/3/2012,68
CS4622,4/7/2014,53
CS3953,4/3/2012,49
CS2520,8/15/2013,95
CS2350,10/25/2011,63
CS2296,11/27/2013,45
CS3787,7/26/2012,87
CS5656,8/24/2011,61
CS6023,9/10/2014,73
CS3331,6/25/2014,102
CS1200,4/30/2012,72
CS1729,4/22/2013,85
CS1769,10/19/2013,93
CS1541,7/12/2014,72
CS3204,5/11/2012,60
CS1452,9/15/2012,42
CS5203,5/30/2012,77
CS2405,1/7/2012,48
CS1436,1/16/2015,35
CS3822,11/29/2014,88
CS4076,3/1/2014,96
CS5336,3/22/2014,93
CS4511,7/29/2014,96
CS3118,9/14/2013,46
CS1658,3/6/2014,35
CS1902,9/6/2013,44
CS4818,7/4/2014,78
CS1587,8/4/2012,40
CS5429,12/7/2012,38
CS2984,7/7/2011,89
CS3569,5/27/2014,47
CS1394,4/16/2013,96
CS2633,2/15/2013,85
CS5796,5/10/2014,52
CS4901,1/3/2015,47
CS5112,11/15/2014,86
CS4866,4/12/2012,54
CS4858,12/7/2011,97
CS4947,6/23/2014,93
CS4012,7/16/2012,36
CS1537,4/19/2013,97
CS4030,7/3/2013,105
CS4564,9/17/2011,63
CS3052,7/20/2011,48
CS3515,3/13/2014,44
CS4907,8/5/2012,65
CS6041,3/24/2014,45
CS5242,3/22/2013,59
CS3227,5/12/2014,63
CS5628,4/28/2013,76
CS4653,9/14/2013,81
CS3746,12/26/2014,38
CS3583,5/19/2011,54
CS2077,1/13/2013,50
CS4392,1/11/2012,86
CS3633,6/4/2013,103
CS5702,11/2/2013,42
CS4429,2/25/2013,50
CS3092,8/9/2011,99
CS1382,5/12/2013,80
CS5130,5/5/2013,96
CS5724,8/4/2013,89
CS1141,3/26/2014,77
CS2824,7/13/2011,90
CS2634,8/22/2012,85
CS4308,5/25/2011,88
CS1771,3/24/2012,49
CS2503,1/16/2013,71
CS1403,10/5/2014,75
CS4385,5/18/2013,83
CS2475,9/7/2014,73
CS1254,11/9/2012,58
CS4162,5/29/2013,56
CS3886,5/17/2012,104
CS3626,7/3/2014,81
CS5346,6/8/2011,43
CS2612,9/13/2014,75
CS4806,12/13/2014,88
CS2768,3/28/2014,102
CS4086,4/4/2014,63
CS1704,12/9/2013,100
CS1394,7/2/2012,91
CS4632,1/28/2012,40
CS3450,1/31/2013,36
CS2511,11/7/2011,92
CS5452,5/24/2012,46
CS3304,3/26/2012,60
CS4863,5/10/2013,71
CS3476,4/22/2013,94
CS2029,12/22/2012,64
CS1890,5/14/2014,76
CS1579,1/12/2012,37
CS5814,4/6/2013,43
CS4071,5/27/2012,50
CS4252,7/22/2014,103
CS2883,6/7/2014,69
CS3231,6/10/2014,72
CS2676,12/17/2014,88
CS1304,2/7/2014,68
CS1145,11/19/2013,40
CS3313,3/16/2012,100
CS4971,11/9/2013,84
CS4548,3/4/2015,93
CS5485,1/12/2013,62
CS5006,7/26/2012,67
CS1207,2/22/2013,68
CS4817,11/9/2014,35
CS1473,3/31/2013,84
CS5270,5/28/2011,91
CS4867,2/14/2015,70
CS4040,2/15/2012,63
CS3213,12/3/2012,63
CS4771,3/24/2014,47
CS2545,6/23/2011,104
CS5902,12/20/2013,58
CS4295,8/1/2012,78
CS3079,3/29/2014,55
CS4758,9/20/2013,51
CS5818,3/14/2012,45
CS2492,9/26/2012,64
CS4509,4/22/2013,57
CS4870,12/3/2012,62
CS5116,5/25/2011,104
CS4696,10/13/2011,37
CS5042,2/26/2014,42
CS2338,3/5/2012,87
CS5824,4/6/2014,96
CS2865,6/18/2012,42
CS1923,3/30/2013,61
CS5391,4/30/2014,61
CS3441,7/3/2014,80
CS5702,10/5/2012,63
CS4463,11/29/2011,65
CS2757,8/21/2011,44
CS3766,3/19/2012,80
CS6071,11/27/2012,70
CS1323,6/10/2012,65
CS1594,6/13/2012,54
CS2672,1/2/2012,46
CS1782,9/29/2014,77
CS4296,11/16/2012,87
CS4328,11/22/2014,101
CS3707,10/1/2012,66
CS2586,4/2/2012,71
CS2620,3/1/2012,103
CS2938,10/6/2013,50
CS5540,6/21/2011,76
CS3483,3/7/2012,93
CS4267,1/28/2014,98
CS1704,8/19/2013,63
CS4384,2/19/2013,37
CS2798,5/28/2011,78
CS1842,6/16/2012,44
CS4445,12/7/2011,100
CS3681,7/6/2012,74
CS4086,10/5/2013,46
CS2587,10/19/2014,95
CS3926,1/16/2015,61
CS3909,5/25/2011,64
CS5183,5/9/2013,90
CS5146,11/16/2014,98
CS2656,1/10/2015,39
CS4013,12/30/2012,105
CS3858,1/15/2014,77
CS3409,8/6/2011,63
CS4952,7/4/2014,80
CS5440,10/26/2014,67
CS5560,6/13/2014,65
CS4098,10/15/2011,89
CS2502,2/9/2014,103
CS3575,4/10/2012,64
CS3992,7/25/2014,90
CS3023,7/25/2014,72
CS4475,10/10/2014,88
CS3004,12/19/2011,86
CS2946,12/19/2012,104
CS4180,5/16/2014,105
CS4029,12/5/2011,57
CS3902,8/19/2013,76
CS2253,7/22/2013,97
CS1795,8/7/2011,58
CS2904,11/6/2012,35
CS2638,5/16/2011,67
CS1386,12/28/2011,67
CS3591,12/24/2013,44
CS2355,7/31/2011,52
CS2612,5/31/2013,55
CS2899,8/23/2013,102
CS3348,11/6/2011,77
CS1819,12/15/2011,84
CS2862,11/20/2012,69
CS1732,8/5/2012,104
CS4476,7/8/2011,84
CS1746,6/20/2011,102
CS1605,9/9/2012,92
CS2775,2/27/2015,93
CS2139,4/28/2012,87
CS3019,11/30/2013,47
CS4987,3/31/2012,91
CS5711,1/23/2014,59
CS4017,11/4/2011,103
CS5661,1/12/2015,47
CS1815,11/5/2013,57
CS3712,3/24/2013,76
CS2729,4/5/2014,86
CS4435,8/12/2012,92
CS4206,10/25/2013,69
CS2379,12/21/2012,84
CS4286,2/4/2015,102
CS5422,12/25/2012,84
CS5139,2/25/2012,57
CS5885,9/2/2012,56
CS4553,5/7/2013,38
CS2594,6/8/2011,71
CS1281,8/7/2012,92
CS4444,5/5/2013,81
CS3238,3/16/2015,56
CS5314,4/18/2014,61
CS1868,9/21/2013,50
CS4861,5/18/2013,79
CS3706,7/26/2011,39
CS4617,2/14/2012,50
CS1241,3/1/2013,39
CS1879,1/12/2012,82
CS2808,10/23/2011,47
CS3592,12/28/2014,57
CS1151,8/27/2013,55
CS4174,12/24/2012,99
CS4695,9/11/2011,81
CS1288,8/5/2012,47
CS2764,11/10/2014,89
CS5038,1/2/2015,65
CS3704,8/4/2012,60
CS3001,5/27/2011,62
CS2475,9/12/2012,40
CS2539,10/29/2011,41
CS3122,10/17/2012,86
CS3961,2/28/2014,101
CS1503,4/14/2012,76
CS2678,12/19/2013,64
CS3982,3/18/2014,49
CS5463,10/8/2014,102
CS5882,2/15/2013,79
CS3210,6/1/2012,68
CS3117,12/24/2013,82
CS2624,9/11/2011,54
CS2408,3/15/2012,71
CS5517,6/16/2011,103
CS3410,8/9/2013,90
CS4329,12/3/2014,47
CS6003,11/19/2013,37
CS2484,9/21/2014,43
CS4273,7/20/2011,57
CS5885,8/16/2014,92
CS2091,8/21/2012,100
CS5115,7/30/2011,47
CS4517,7/29/2011,45
CS5335,7/26/2013,99
CS4112,2/12/2012,66
CS2703,8/2/2011,96
CS3962,2/25/2015,47
CS2076,5/31/2011,60
CS3841,9/7/2014,45
CS5476,12/24/2014,90
CS4189,7/5/2012,96
CS4551,3/29/2014,64
CS3291,2/9/2015,42
CS4957,8/30/2012,103
CS4575,7/25/2012,78
CS3189,8/19/2013,52
CS3781,3/15/2015,66
CS3644,6/30/2013,45
CS5026,4/16/2012,35
CS1497,3/29/2014,81
CS3330,7/22/2011,102
CS3583,8/10/2012,44
CS2380,6/23/2011,87
CS2101,7/29/2012,70
CS2585,6/19/2012,92
CS5065,7/5/2011,83
CS4416,12/2/2014,62
CS5299,8/20/2011,98
CS5480,1/9/2014,59
CS1600,3/13/2013,62
CS1665,3/31/2012,83
CS2692,9/6/2011,54
CS1397,3/5/2012,58
CS2204,6/11/2012,48
CS4879,3/29/2014,35
CS4463,9/1/2013,102
CS3015,11/12/2011,41
CS2693,1/23/2013,93
CS3186,11/27/2013,87
CS1592,11/3/2014,49
CS5452,10/11/2014,96
CS5643,5/26/2014,99
CS2115,12/31/2012,43
CS1837,2/28/2012,64
CS3136,1/8/2015,52
CS5289,11/28/2011,61
CS1471,1/31/2013,53
CS5727,7/16/2014,105
CS4894,9/12/2014,94
CS2279,1/7/2015,71
CS3452,9/30/2011,65
CS2474,9/8/2014,74
CS4828,1/31/2012,88
CS5300,9/21/2014,74
CS2198,10/15/2014,68
CS2299,9/15/2012,54
CS5532,3/13/2014,101
CS4996,8/15/2012,86
CS5264,2/15/2015,36
CS4669,8/15/2011,43
CS1416,4/20/2014,105
CS5441,5/11/2014,36
CS3500,10/18/2011,103
CS5219,4/2/2012,69
CS5606,1/6/2013,66
CS2911,9/5/2013,103
CS4941,1/16/2012,81
CS4139,12/6/2012,43
CS4643,1/23/2015,91
CS5325,12/2/2013,50
CS5251,2/10/2013,85
CS1142,6/4/2011,82
CS4362,5/31/2013,93
CS2525,8/11/2012,102
CS1856,1/10/2015,42
CS4232,5/7/2013,52
CS3355,6/22/2014,35
CS2290,7/8/2012,99
CS5245,9/28/2012,62
CS3863,11/9/2012,54
CS4080,5/31/2011,62
CS3761,8/19/2013,91
CS5004,12/23/2013,35
CS3440,3/30/2014,39
CS1428,6/16/2013,67
CS2125,4/15/2014,40
CS1688,7/31/2014,102
CS2688,6/1/2013,65
CS5697,4/22/2014,80
CS4198,11/13/2013,55
CS4454,10/16/2012,79
CS2017,5/1/2013,66
CS4510,7/27/2012,100
CS5748,2/7/2012,38
CS4668,12/14/2011,97
CS3291,6/16/2013,39
CS4789,5/10/2014,100
CS4817,1/27/2015,66
CS4050,11/25/2011,63
CS2072,8/17/2013,41
CS3149,7/13/2013,42
CS5431,4/10/2014,62
CS4715,9/29/2011,49
CS4328,8/24/2012,68
CS3538,4/20/2014,100
CS1736,4/25/2012,71
CS3839,4/18/2014,94
CS1695,2/28/2014,36
CS4957,7/3/2014,41
CS2868,5/7/2014,46
CS4664,10/27/2014,99
CS4556,5/15/2014,54
CS2830,5/10/2014,78
CS3926,3/28/2014,58
CS5991,8/24/2014,39
CS5245,5/20/2012,81
CS1750,2/24/2013,78
CS2885,8/20/2013,55
CS6025,11/29/2014,74
CS2508,9/23/2013,80
CS2027,7/5/2014,35
CS1923,9/4/2012,67
CS3319,8/6/2012,46
CS6032,2/6/2014,78
CS4015,4/25/2013,84
CS4299,9/14/2013,46
CS1180,4/8/2014,96
CS3668,9/6/2011,90
CS3190,6/14/2011,58
CS3291,7/17/2012,60
CS3658,10/15/2013,63
CS2403,3/15/2013,64
CS5911,6/17/2014,101
CS2086,12/5/2012,51
CS1293,4/21/2013,93
CS1566,6/24/2014,46
CS4774,7/5/2014,105
CS5772,12/21/2011,41
CS3242,4/24/2014,99
CS1241,3/5/2014,67
CS4348,6/29/2013,76
CS5858,7/13/2014,44
CS1261,7/5/2014,62
CS4364,11/14/2013,77
CS3661,2/6/2012,105
CS3770,5/25/2011,82
CS3355,8/20/2013,51
CS3771,3/24/2012,49
CS5169,7/23/2013,82
CS1840,6/1/2011,46
CS1531,7/25/2012,64
CS5116,7/7/2013,62
CS3639,3/13/2014,95
CS1560,8/11/2014,95
CS5022,8/23/2011,98
CS5094,8/15/2014,65
CS2895,1/12/2012,46
CS3313,12/26/2011,50
CS2311,6/16/2012,89
CS4049,7/24/2012,53
CS1426,10/19/2011,104
CS4554,7/30/2014,70
CS1864,11/27/2014,98
CS4213,5/21/2011,43
CS3777,8/25/2011,71
CS4844,2/22/2012,65
CS4503,9/27/2013,54
CS1919,6/23/2013,51
CS2083,9/1/2014,79
CS4724,10/25/2013,63
CS5518,11/3/2013,72
CS5303,7/2/2014,103
CS2272,2/3/2015,53
CS1338,2/25/2015,102
CS2620,5/1/2014,63
CS3407,12/5/2011,75
CS5468,11/3/2013,64
CS2525,7/8/2011,50
CS2384,1/7/2015,72
CS5906,9/16/2012,90
CS4047,10/15/2012,87
CS2034,11/23/2011,97
CS1365,5/24/2014,78
CS5589,7/22/2014,64
CS3361,3/29/2014,45
CS3322,10/31/2014,76
CS1592,1/10/2015,80
CS1567,5/23/2013,95
CS5705,10/9/2012,68
CS5428,1/6/2014,77
CS3316,2/25/2013,42
CS5139,2/27/2012,45
CS1626,10/22/2014,97
CS2684,6/7/2011,86
CS1253,11/27/2013,102
CS4580,11/21/2013,103
CS2259,6/30/2013,49
CS4220,7/10/2011,88
CS4578,6/15/2013,70
CS4787,12/31/2014,78
CS4206,4/30/2013,82
CS4062,1/14/2012,43
CS3577,12/10/2012,71
CS2404,4/17/2012,37
CS4193,3/18/2013,64
CS6088,10/3/2011,63
CS5305,3/3/2014,105
CS2217,8/10/2013,99
CS3760,10/29/2012,41
CS4704,10/8/2012,80
CS2885,9/18/2011,43
CS5416,11/9/2014,92
CS3874,10/17/2012,69
CS2896,2/1/2013,50
CS4096,7/4/2011,79
CS4730,5/31/2014,76
CS3383,1/31/2013,89
CS2343,11/20/2011,83
CS5879,1/25/2012,42
CS2786,2/1/2015,72
CS2737,11/19/2011,58
CS5588,7/5/2013,97
CS3126,5/27/2012,91
CS4056,3/3/2013,65
CS2424,2/17/2013,48
CS5708,1/14/2013,104
CS5540,2/9/2015,49
CS3825,2/28/2013,66
CS2433,4/21/2012,74
CS3500,1/3/2014,94
CS1154,9/22/2012,43
CS5618,7/11/2014,58
CS5879,10/15/2014,49
CS3589,12/19/2013,50
CS2477,6/22/2012,54
CS5643,11/11/2012,47
CS4625,12/18/2011,61
CS1219,11/7/2014,57
CS2573,9/10/2012,72
CS3674,4/29/2013,40
CS1512,1/1/2013,49
CS3941,6/11/2012,101
CS3069,2/13/2012,88
CS4773,9/22/2014,90
CS5397,7/12/2011,77
CS5311,6/3/2011,53
CS5081,5/6/2013,95
CS3946,5/17/2014,62
CS1740,7/15/2012,77
CS1923,10/9/2013,43
CS3127,1/17/2013,60
CS3505,8/15/2013,69
CS1517,12/21/2014,73
CS4798,5/9/2014,102
CS2991,1/2/2015,78
CS5576,5/16/2014,39
CS2335,7/26/2014,81
CS5468,12/13/2011,98
CS5124,7/28/2014,92
CS3131,1/2/2015,93
CS5931,5/21/2014,81
CS2620,5/9/2014,47
CS6024,11/5/2011,87
CS5498,1/20/2015,97
CS1256,8/25/2013,38
CS1362,8/27/2014,47
CS3786,6/15/2012,77
CS4424,12/25/2013,95
CS4208,11/29/2013,85
CS2005,4/9/2012,60
CS4603,12/31/2014,69
CS2569,6/27/2011,78
CS3533,7/22/2011,61
CS3184,7/28/2011,102
CS1533,8/14/2013,59
CS4912,3/30/2013,67
CS5867,9/30/2011,89
CS2725,1/18/2012,84
CS2299,3/10/2012,88
CS1258,11/20/2014,46
CS2648,8/5/2013,41
CS2852,3/24/2013,89
CS4355,6/26/2012,80
CS2032,10/4/2014,97
CS2517,5/10/2013,43
CS3724,11/20/2012,52
CS2252,2/14/2013,72
CS6071,3/8/2015,79
CS3875,1/16/2013,52
CS4196,10/22/2014,35
CS5493,7/29/2013,89
CS4226,12/4/2014,77
CS2177,2/10/2012,41
CS4845,6/10/2012,89
CS1474,2/26/2013,84
CS2502,6/20/2012,49
CS1188,6/24/2013,36
CS3220,11/28/2011,37
CS3717,8/29/2014,40
CS4058,3/27/2013,74
CS5682,8/2/2014,78
CS3309,8/26/2012,58
CS4375,8/13/2011,98
CS5551,2/25/2014,74
CS4231,8/14/2012,77
CS6104,8/19/2013,84
CS3609,8/21/2011,53
CS5321,3/8/2014,67
CS2432,9/10/2013,79
CS5752,7/22/2013,100
CS4868,3/20/2012,80
CS4973,6/22/2013,65
CS4950,9/22/2011,36
CS2682,12/8/2011,57
CS4936,12/3/2011,36
CS6039,8/25/2014,61
CS1696,5/22/2013,42
CS1675,6/6/2014,82
CS5888,4/15/2014,89
CS4287,2/6/2014,100
CS3158,3/21/2014,92
CS5596,4/1/2013,43
CS4008,3/19/2014,86
CS1156,2/16/2015,97
CS5177,10/12/2011,93
CS2429,10/12/2013,71
CS4456,12/5/2014,104
CS5751,7/29/2012,64
CS5025,7/20/2011,61
CS4594,2/16/2012,84
CS3584,8/12/2011,66
CS5314,4/5/2012,94
CS1214,7/8/2013,99
CS5407,6/24/2012,83
CS4609,9/24/2012,72
CS1863,11/2/2011,91
CS1541,11/28/2011,68
CS2442,11/12/2013,81
CS2194,11/1/2012,105
CS2292,6/1/2013,61
CS4754,8/16/2011,44
CS4832,2/6/2013,70
CS1353,9/18/2012,64
CS3049,8/19/2012,68
CS1225,7/4/2012,49
CS5847,2/17/2013,82
CS5825,7/18/2014,89
CS3679,7/11/2012,82
CS3165,11/16/2013,78
CS5319,5/20/2014,71
CS1133,3/13/2012,105
CS2512,9/13/2011,95
CS5410,12/13/2011,88
CS1651,8/18/2012,62
CS2416,7/7/2013,45
CS1826,6/23/2013,82
CS3126,7/22/2012,61
CS5556,5/19/2011,64
CS6023,6/23/2012,66
CS5065,3/10/2012,64
CS2383,3/30/2012,38
CS6109,7/2/2011,49
CS4811,7/27/2013,66
CS1471,2/1/2012,66
CS4603,1/20/2014,47
CS1184,6/21/2011,86
CS2789,1/13/2013,82
CS3234,6/20/2013,38
CS3165,3/4/2014,75
CS2842,9/12/2013,54
CS6069,9/21/2014,99
CS3663,10/20/2013,68
CS3647,11/26/2013,64
CS6020,4/21/2013,79
CS4616,6/27/2013,75
CS4226,10/11/2013,69
CS5860,11/7/2013,75
CS5536,7/10/2014,35
CS3909,6/7/2014,89
CS5046,2/14/2012,82
CS1629,1/2/2015,53
CS5283,12/3/2012,81
CS2501,12/17/2012,41
CS4085,3/4/2015,88
CS2928,4/4/2014,93
CS4852,9/6/2011,76
CS1616,6/13/2013,55
CS3588,8/11/2013,95
CS3326,10/31/2011,73
CS4358,5/20/2011,47
CS2081,6/29/2012,77
CS2529,10/10/2012,81
CS4945,7/20/2011,54
CS3161,3/8/2014,82
CS1589,3/1/2015,69
CS3851,6/17/2014,64
CS5849,3/16/2013,68
CS1273,5/24/2012,41
CS4626,6/16/2014,73
CS3074,9/3/2013,91
CS5258,8/16/2013,46
CS5973,4/8/2012,90
CS5118,2/1/2014,53
CS2659,5/14/2012,78
CS3655,9/19/2013,84
CS1354,9/26/2011,83
CS1862,4/23/2014,105
CS4829,12/2/2012,104
CS4378,4/3/2014,80
CS1475,6/24/2012,47
CS2779,10/22/2013,54
CS3398,10/23/2012,97
CS5895,2/16/2013,91
CS2896,11/29/2014,89
CS5284,10/30/2012,94
CS5632,11/8/2014,92
CS1168,6/30/2014,37
CS5605,2/7/2012,80
CS5988,10/15/2014,105
CS4182,5/3/2014,83
CS4075,3/1/2012,56
CS2877,12/26/2012,45
CS4753,3/26/2014,60
CS2778,9/12/2013,38
CS3915,11/17/2011,87
CS2007,12/23/2013,79
CS3534,4/23/2014,67
CS4715,6/10/2013,70
CS3280,3/11/2014,85
CS2236,9/18/2012,74
CS6036,12/10/2012,54
CS1443,9/20/2014,40
CS4703,3/21/2012,75
CS4039,3/29/2014,96
CS4385,12/29/2012,74
CS3620,2/16/2014,44
CS4947,3/20/2014,83
CS2731,8/22/2012,37
CS3459,4/12/2014,96
CS4208,8/10/2014,65
CS2750,2/2/2012,62
CS3382,5/28/2011,95
CS4212,5/14/2014,65
CS1165,8/11/2014,72
CS2113,10/6/2012,65
CS5443,8/2/2011,90
CS2405,1/7/2015,44
CS4447,1/15/2013,74
CS3622,10/2/2013,36
CS4869,8/11/2013,100
CS6111,10/24/2013,82
CS3441,5/18/2012,56
CS3757,12/3/2013,96
CS1632,6/25/2012,50
CS1642,11/27/2012,73
CS4203,1/8/2013,49
CS3289,12/30/2014,44
CS5650,6/4/2011,46
CS3997,2/5/2014,41
CS2956,2/22/2013,83
CS4128,4/28/2014,89
CS4438,12/24/2013,39
CS1421,6/20/2011,101
CS2990,10/15/2013,52
CS5374,7/12/2012,35
CS2904,9/17/2013,84
CS4323,4/5/2012,45
CS4522,9/25/2013,102
CS1681,10/22/2012,59
CS4868,1/11/2015,36
CS1725,7/25/2012,54
CS4939,5/10/2014,80
CS4124,7/26/2013,89
CS1732,6/9/2012,49
CS2094,10/12/2014,104
CS5108,3/8/2015,50
CS4515,6/25/2011,100
CS3554,7/3/2011,103
CS1423,3/3/2013,44
CS2582,1/15/2015,35
CS3920,11/18/2011,97
CS3463,9/28/2011,90
CS4834,1/23/2012,100
CS1919,4/30/2012,38
CS6074,6/13/2013,48
CS5304,2/3/2013,90
CS5781,8/30/2014,43
CS3709,5/27/2014,90
CS3509,11/21/2014,71
CS1927,3/2/2014,63
CS1868,1/9/2015,100
CS1700,3/21/2013,71
CS5413,1/15/2012,79
CS5281,10/16/2012,91
CS3515,5/18/2014,52
CS5700,5/30/2012,87
CS5549,3/18/2013,44
CS4820,6/25/2013,52
CS3822,11/22/2014,69
CS4388,11/16/2012,66
CS3380,11/1/2012,105
CS5017,2/27/2012,42
CS1544,1/22/2015,99
CS4883,6/10/2014,59
CS4219,2/20/2013,95
CS3801,2/18/2014,42
CS5587,6/23/2014,84
CS5663,4/28/2014,60
CS5440,5/27/2011,68
CS1974,9/8/2012,60
CS3452,6/5/2012,57
CS4675,6/20/2011,86
CS4180,6/2/2013,62
CS3384,10/22/2014,52
CS5340,8/30/2013,68
CS3721,4/29/2014,62
CS2444,3/3/2015,75
CS1949,3/28/2013,90
CS5330,1/18/2012,71
CS3232,10/12/2013,69
CS3134,10/12/2014,62
CS3530,9/18/2011,42
CS4326,12/13/2011,80
CS2870,11/8/2011,47
CS4034,2/27/2012,46
CS3082,8/22/2011,48
CS4776,8/22/2014,57
CS3712,1/29/2012,95
CS4373,2/2/2014,64
CS5492,2/17/2015,64
CS1492,3/23/2014,83
CS4246,12/28/2011,90
CS3556,11/8/2013,35
CS5408,8/8/2011,100
CS3336,1/1/2013,62
CS2851,1/26/2014,102
CS5836,1/19/2015,48
CS2275,9/30/2014,44
CS1710,4/8/2012,102
CS6027,10/15/2013,70
CS1470,5/7/2012,94
CS3798,8/20/2012,79
CS4682,11/26/2012,41
CS5236,10/4/2014,59
CS2617,5/16/2014,73
CS2920,7/3/2013,65
CS5608,3/19/2012,40
CS3129,2/27/2012,71
CS5095,10/31/2012,68
CS4107,10/14/2013,38
CS4421,1/16/2015,101
CS6093,2/28/2013,40
CS2876,10/13/2011,79
CS1535,1/21/2013,88
CS2963,5/27/2014,70
CS1568,10/13/2014,70
CS3566,8/21/2014,83
CS3975,4/19/2014,35
CS3601,12/3/2014,56
CS5710,6/18/2014,66
CS1633,11/28/2011,74
CS4139,5/9/2013,61
CS5061,10/20/2014,38
CS1735,4/30/2014,53
CS5121,12/5/2011,40
CS6111,11/15/2013,79
CS2777,7/17/2013,90
CS5621,4/28/2014,59
CS1795,9/16/2013,80
CS1544,10/16/2013,93
CS5955,10/24/2012,43
CS3844,6/12/2012,51
CS1934,7/22/2012,76
CS4754,12/28/2012,77
CS4976,2/23/2013,88
CS3548,10/8/2011,105
CS4383,1/11/2013,54
CS2295,9/26/2013,54
CS6042,4/23/2013,61
CS5259,7/21/2013,71
CS3659,2/2/2013,84
CS5548,12/11/2012,57
CS5727,5/27/2011,72
CS4123,2/9/2015,89
CS3638,11/25/2012,82
CS4019,4/8/2013,37
CS5807,11/20/2013,83
CS2578,10/22/2014,80
CS2511,10/25/2012,60
CS1498,3/14/2014,66
CS2200,11/20/2013,102
CS5069,12/1/2014,41
CS2200,12/2/2012,83
CS5111,10/6/2012,96
CS2391,4/25/2013,69
CS5945,4/10/2013,43
CS3745,9/12/2012,45
CS2732,5/11/2012,105
CS2779,6/27/2014,76
CS5449,5/23/2011,65
CS4161,6/22/2011,85
CS5430,2/12/2015,98
CS3468,7/19/2011,57
CS2821,5/24/2014,95
CS5320,3/12/2013,67
CS4768,10/24/2013,89
CS5263,3/26/2014,62
CS3703,9/29/2013,84
CS2230,4/7/2013,51
CS3330,3/3/2014,39
CS4990,4/23/2012,51
CS4030,9/26/2011,66
CS4483,5/29/2013,60
CS1876,1/26/2012,92
CS3101,8/28/2014,63
CS5238,9/3/2014,94
CS2210,12/10/2014,73
CS1861,5/29/2011,105
CS3989,3/2/2013,45
CS6021,6/24/2014,103
CS6015,2/16/2015,97
CS1430,3/21/2012,39
CS5117,8/19/2012,44
CS5465,10/21/2013,73
CS3793,9/2/2011,80
CS6052,3/28/2012,80
CS5045,1/16/2014,73
CS2308,6/10/2012,86
CS5784,1/24/2013,92
CS4757,3/26/2013,77
CS5178,12/21/2014,91
CS4000,3/12/2013,80
CS2203,5/18/2011,62
CS1233,6/26/2012,76
CS2434,1/10/2013,90
CS2389,1/26/2015,65
CS3522,8/7/2011,44
CS1210,12/22/2012,83
CS5197,1/7/2014,53
CS1538,6/24/2013,68
CS5680,12/27/2012,54
CS5280,4/2/2012,64
CS3618,11/29/2011,91
CS2979,10/21/2011,46
CS4200,1/4/2013,53
CS5702,6/30/2014,99
CS3375,5/19/2013,40
CS1713,8/12/2012,51
